20.3
20.3
17.8
11.9
30.6
22.5
18.9
11.5
28.1
13.8
31.2
29.6
37.3
19.2
20.5
13.7
16.6
19.6
19.9
8.5
31
31.9
28.1
25
22.5
23.9
39.4
12.7
16.6
21.5
24.6
7.1
26.2
19.6
21.1
6.7
16.3
21.7
16.2
20.8
21.5
35.1
22
16.3
21.4
18
22.3
24.2
20
27.6
27.7
29.9
23
23.1
18.5
32.4
25.3
14.8
36.7
26.3
10.4
23.1
24
13.6
34.9
23.9
22.6
20.8
31
27.6
36.1
